date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:22:39	120294/120294	---M--	200	added ('OK')	image/jpeg	etag:%223890b-1d5e6-4ef9259480b40%22	http://www.nrccorp.com/pics/home_rotate/1.jpg	C:/My%20Web%20Sites/NRCCorpWebsite/www.nrccorp.com/pics/home_rotate/1.jpg	(from http://www.nrccorp.com/)
13:22:42	105378/105378	---M--	200	added ('OK')	image/jpeg	etag:%2238909-19ba2-4ff70e0d02500%22	http://www.nrccorp.com/pics/home_rotate/4.jpg	C:/My%20Web%20Sites/NRCCorpWebsite/www.nrccorp.com/pics/home_rotate/4.jpg	(from http://www.nrccorp.com/)
13:22:49	148857/148857	---M--	200	added ('OK')	image/jpeg	etag:%2238906-24579-4ef925ccc5000%22	http://www.nrccorp.com/pics/home_rotate/3.jpg	C:/My%20Web%20Sites/NRCCorpWebsite/www.nrccorp.com/pics/home_rotate/3.jpg	(from http://www.nrccorp.com/)
13:22:50	3641/3641	---M--	200	added ('OK')	image/png	etag:%223891b-e39-4faf2f927b000%22	http://www.nrccorp.com/pics/bg2.png	C:/My%20Web%20Sites/NRCCorpWebsite/www.nrccorp.com/pics/bg2.png	(from http://www.nrccorp.com/company.php)
13:22:52	168651/168651	---M--	200	added ('OK')	image/jpeg	etag:%223890a-292cb-4ef925aa6ff00%22	http://www.nrccorp.com/pics/home_rotate/2.jpg	C:/My%20Web%20Sites/NRCCorpWebsite/www.nrccorp.com/pics/home_rotate/2.jpg	(from http://www.nrccorp.com/)
13:22:54	94012/94012	---M--	200	added ('OK')	image/jpeg	etag:%2238907-16f3c-4ff70eab51a80%22	http://www.nrccorp.com/pics/home_rotate/5.jpg	C:/My%20Web%20Sites/NRCCorpWebsite/www.nrccorp.com/pics/home_rotate/5.jpg	(from http://www.nrccorp.com/)
13:23:01	65180/65180	---M--	200	added ('OK')	image/jpeg	etag:%2238911-fe9c-4efa1ab445d40%22	http://www.nrccorp.com/pics/company.jpg	C:/My%20Web%20Sites/NRCCorpWebsite/www.nrccorp.com/pics/company.jpg	(from http://www.nrccorp.com/company.php)
13:23:01	5313/5313	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202015%2021:47:51%20GMT	http://www.nrccorp.com/clients_counties.php	C:/My%20Web%20Sites/NRCCorpWebsite/www.nrccorp.com/clients_counties.html	(from http://www.nrccorp.com/clients.php)
13:23:01	6405/6405	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202015%2021:47:51%20GMT	http://www.nrccorp.com/clients_government.php	C:/My%20Web%20Sites/NRCCorpWebsite/www.nrccorp.com/clients_government.html	(from http://www.nrccorp.com/clients.php)
13:23:02	5780/5780	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202015%2021:47:51%20GMT	http://www.nrccorp.com/clients_nonprofit.php	C:/My%20Web%20Sites/NRCCorpWebsite/www.nrccorp.com/clients_nonprofit.html	(from http://www.nrccorp.com/clients.php)
13:23:02	5959/5959	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202015%2021:47:52%20GMT	http://www.nrccorp.com/clients_private.php	C:/My%20Web%20Sites/NRCCorpWebsite/www.nrccorp.com/clients_private.html	(from http://www.nrccorp.com/clients.php)
13:23:02	5196/5196	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202015%2021:47:52%20GMT	http://www.nrccorp.com/clients_legal.php	C:/My%20Web%20Sites/NRCCorpWebsite/www.nrccorp.com/clients_legal.html	(from http://www.nrccorp.com/clients.php)
13:23:02	5240/5240	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202015%2021:47:52%20GMT	http://www.nrccorp.com/clients_international.php	C:/My%20Web%20Sites/NRCCorpWebsite/www.nrccorp.com/clients_international.html	(from http://www.nrccorp.com/clients.php)
13:23:08	86989/86989	---M--	200	added ('OK')	image/jpeg	etag:%2238915-153cd-4efa232ed5e40%22	http://www.nrccorp.com/pics/clients.jpg	C:/My%20Web%20Sites/NRCCorpWebsite/www.nrccorp.com/pics/clients.jpg	(from http://www.nrccorp.com/clients.php)
13:23:10	173540/173540	---M--	200	added ('OK')	image/jpeg	etag:%2238908-2a5e4-4ff70e62d6f80%22	http://www.nrccorp.com/pics/home_rotate/6.jpg	C:/My%20Web%20Sites/NRCCorpWebsite/www.nrccorp.com/pics/home_rotate/6.jpg	(from http://www.nrccorp.com/)
13:23:10	6954/6954	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202015%2021:48:00%20GMT	http://www.nrccorp.com/staff_steven.php	C:/My%20Web%20Sites/NRCCorpWebsite/www.nrccorp.com/staff_steven.html	(from http://www.nrccorp.com/staff.php)
13:23:11	7428/7428	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202015%2021:48:00%20GMT	http://www.nrccorp.com/staff_gregory.php	C:/My%20Web%20Sites/NRCCorpWebsite/www.nrccorp.com/staff_gregory.html	(from http://www.nrccorp.com/staff.php)
13:23:11	7188/7188	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202015%2021:48:01%20GMT	http://www.nrccorp.com/staff_goodman.php	C:/My%20Web%20Sites/NRCCorpWebsite/www.nrccorp.com/staff_goodman.html	(from http://www.nrccorp.com/staff.php)
13:23:11	6930/6930	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202015%2021:48:01%20GMT	http://www.nrccorp.com/staff_kyle.php	C:/My%20Web%20Sites/NRCCorpWebsite/www.nrccorp.com/staff_kyle.html	(from http://www.nrccorp.com/staff.php)
13:23:11	118415/118415	---M--	200	added ('OK')	image/jpeg	etag:%2238900-1ce8f-4efa21d0d6480%22	http://www.nrccorp.com/pics/services.jpg	C:/My%20Web%20Sites/NRCCorpWebsite/www.nrccorp.com/pics/services.jpg	(from http://www.nrccorp.com/services.php)
